455.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,26.0,0.0,36.0,0.0,200.0,490.0,200.0,0.0,0.0,0.0,0.0,81.0,500.0,0.0,0.0
0.0,1668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,1092.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,0.0,6.0,3.0,0.0,0.0,0.0,1.0,150.0,0.0,0.0,5.0,49.0,0.0
0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,830.0,26.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,652.0,297.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1336.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,980.0,0.0,0.0,0.0,626.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0
284.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,28.0,0.0,345.0,0.0,164.0,309.0,121.0,0.0,0.0,0.0,0.0,128.0,572.0,0.0,0.0
0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1770.0,0.0,6.0,0.0,0.0,1.0,21.0,28.0,15.0,4.0,21.0,0.0,86.0,0.0
0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,285.0,0.0,0.0
0.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1286.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,28.0,0.0,25.0,0.0,1410.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,193.0,0.0,0.0
142.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,0.0,1380.0,104.0,0.0,1.0,1.0,0.0,7.0,348.0,0.0,0.0
57.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,82.0,0.0,157.0,877.0,0.0,4.0,0.0,0.0,7.0,777.0,0.0,0.0
0.0,862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121.0,0.0,0.0,0.0,2.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,0.0,136.0,0.0,0.0,0.0,0.0,4.0,44.0,0.0,12.0,2.0,412.0,0.0
0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,1974.0,0.0,18.0,0.0,0.0
0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1455.0,25.0,0.0,0.0
134.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,30.0,0.0,457.0,2.0,132.0,538.0,21.0,0.0,0.0,0.0,0.0,127.0,461.0,0.0,0.0
0.0,0.0,741.0,0.0,0.0,0.0,0.0,0.0,0.0,776.0,0.0,0.0,0.0,0.0,0.0,40.0,209.0,27.0,0.0,135.0,14.0,65.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,0.0,0.0,0.0,1334.0
