1352.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,115.0,0.0,876.0,120.0,41.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0
0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1396.0,0.0,0.0,0.0,844.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0
0.0,0.0,1165.0,538.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,134.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,421.0,0.0,0.0,0.0
0.0,0.0,31.0,2210.0,2.0,0.0,0.0,0.0,5.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,0.0,0.0
0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,10.0,0.0,598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,2464.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2509.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.0,0.0,0.0,0.0,0.0,2417.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550.0,1.0,173.0,896.0,76.0,0.0,0.0,0.0,21.0,0.0,73.0,0.0,660.0,2.0,12.0,0.0,0.0,0.0,1.0,59.0,16.0,0.0,0.0
0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,2169.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
0.0,0.0,275.0,1870.0,0.0,0.0,0.0,0.0,19.0,0.0,223.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,16.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,2369.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0
581.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,64.0,1679.0,73.0,0.0,0.0,0.0,0.0,34.0,22.0,0.0,0.0
646.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,83.0,819.0,574.0,0.0,0.0,0.0,0.0,81.0,236.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1079.0,0.0,0.0,0.0,1357.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1078.0,8.0,0.0,0.0,1088.0,195.0,0.0,0.0,0.0,0.0,0.0,13.0
0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2319.0,45.0,4.0,35.0,0.0
8.0,0.0,70.0,1566.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,716.0,0.0,0.0,0.0
748.0,0.0,102.0,450.0,4.0,0.0,0.0,0.0,15.0,0.0,80.0,0.0,388.0,452.0,118.0,0.0,0.0,0.0,2.0,54.0,73.0,0.0,0.0
0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2515.0
