815.0,0.0,0.0,162.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.0,705.0,34.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1728.0,0.0,0.0,0.0,789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,936.0,449.0,0.0,0.0,6.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,49.0,1.0,0.0,85.0,2.0,110.0,0.0,815.0,0.0
1.0,0.0,0.0,2022.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,423.0,41.0,0.0,0.0
0.0,0.0,0.0,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.0,0.0,0.0,0.0,0.0,961.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.0,0.0,0.0,0.0,0.0,2498.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0
483.0,0.0,179.0,888.0,0.0,0.0,50.0,0.0,0.0,14.0,0.0,103.0,0.0,446.0,117.0,30.0,0.0,0.0,0.0,98.0,36.0,63.0,28.0,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,185.0,0.0
1.0,0.0,231.0,1817.0,1.0,0.0,15.0,74.0,0.0,0.0,0.0,206.0,0.0,0.0,24.0,13.0,0.0,0.0,0.0,0.0,14.0,95.0,5.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1730.0,0.0,0.0,0.0,697.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
127.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950.0,0.0,0.0,0.0,0.0,0.0,356.0,0.0,0.0,1.0,0.0
392.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2038.0,15.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0
733.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1383.0,290.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0
0.0,0.0,47.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,695.0,0.0,0.0,0.0,1640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0,1719.0,0.0,0.0,0.0,501.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,0.0,48.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,267.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1943.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,467.0,2.0,0.0,0.0,0.0,0.0,953.0,20.0,0.0,0.0
583.0,0.0,105.0,457.0,0.0,0.0,8.0,13.0,0.0,1.0,0.0,57.0,0.0,363.0,773.0,66.0,0.0,0.0,0.0,14.0,13.0,57.0,24.0,0.0
0.0,0.0,98.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,527.0,0.0,80.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2407.0
